date,predicted_price,price_lower,price_upper,month,month_name,year,day_of_week,is_weekend,season,event
2022-01-25,145.1210440333657,122.59584036488965,165.4136302479442,1,Jan,2022,Tuesday,False,Winter,No Major Event
2022-01-26,143.87974147514473,124.11390383723203,165.91128248380002,1,Jan,2022,Wednesday,False,Winter,No Major Event
2022-01-27,147.93169356921237,129.2801730082599,171.21444556185304,1,Jan,2022,Thursday,False,Winter,No Major Event
2022-01-28,183.86741355504634,160.6996875506016,204.9589589912524,1,Jan,2022,Friday,True,Winter,No Major Event
2022-01-29,184.48793818870317,164.26598967634624,205.08092012780864,1,Jan,2022,Saturday,True,Winter,No Major Event
2022-01-30,180.6637528662637,160.24080370620945,201.9276204302323,1,Jan,2022,Sunday,True,Winter,No Major Event
2022-01-31,144.69600193026233,123.18866187136605,166.07524302308045,1,Jan,2022,Monday,False,Winter,No Major Event
2022-02-01,145.39522384532816,124.73093822913766,166.45087616940532,2,Feb,2022,Tuesday,False,Winter,No Major Event
2022-02-02,143.24449364893516,121.78047864683644,164.16742143878935,2,Feb,2022,Wednesday,False,Winter,No Major Event
2022-02-03,146.40887615713834,124.44380748084625,167.9799533162399,2,Feb,2022,Thursday,False,Winter,No Major Event
2022-02-04,181.52621377429924,160.04111805078742,202.78428558854014,2,Feb,2022,Friday,True,Winter,No Major Event
2022-02-05,181.40320047380695,160.3963522151286,203.36875843573577,2,Feb,2022,Saturday,True,Winter,No Major Event
2022-02-06,176.9556958660188,154.51199529845258,196.740730879647,2,Feb,2022,Sunday,True,Winter,No Major Event
2022-02-07,140.50211605100762,119.75420924140246,162.49261864442468,2,Feb,2022,Monday,False,Winter,No Major Event
2022-02-08,140.90792016608196,119.00350982076593,162.29304228890936,2,Feb,2022,Tuesday,False,Winter,No Major Event
2022-02-09,138.66046054629123,116.2169098652254,160.05074643398024,2,Feb,2022,Wednesday,False,Winter,No Major Event
2022-02-10,141.94476556754233,120.30468515684184,162.71102499541414,2,Feb,2022,Thursday,False,Winter,No Major Event
2022-02-11,177.42144411383188,157.34296356890698,198.19929826080295,2,Feb,2022,Friday,True,Winter,No Major Event
2022-02-12,177.87442260453685,158.00787909696422,199.94426393085303,2,Feb,2022,Saturday,True,Winter,No Major Event
2022-02-13,174.2332937378496,152.95261736028942,195.84076483630423,2,Feb,2022,Sunday,True,Winter,No Major Event
2022-02-14,138.79959899032536,116.33675753865597,160.51871138195048,2,Feb,2022,Monday,False,Winter,No Major Event
2022-02-15,140.45782697355952,118.85761669276104,162.3468701573035,2,Feb,2022,Tuesday,False,Winter,No Major Event
2022-02-16,139.66276411079124,117.95531647683995,160.40079902322918,2,Feb,2022,Wednesday,False,Winter,No Major Event
2022-02-17,144.58241478457245,124.38060356617301,166.41245891111328,2,Feb,2022,Thursday,False,Winter,No Major Event
2022-02-18,181.86382735015326,160.46330716981248,201.9701655021768,2,Feb,2022,Friday,True,Winter,No Major Event
2022-02-19,184.23327884338516,163.025749319455,206.83163545246373,2,Feb,2022,Saturday,True,Winter,No Major Event
2022-02-20,182.60140612995983,161.6056980812597,204.01276951700387,2,Feb,2022,Sunday,True,Winter,No Major Event
2022-02-21,149.22307495873176,128.5424052865983,170.17120959520818,2,Feb,2022,Monday,False,Winter,No Major Event
2022-02-22,152.97551786350286,131.13146781032415,174.34280096772378,2,Feb,2022,Tuesday,False,Winter,No Major Event
2022-02-23,154.25873295259854,133.23610764314108,174.2988323730685,2,Feb,2022,Wednesday,False,Winter,No Major Event
2022-02-24,161.2059980611509,138.66116633543993,182.99146847045975,2,Feb,2022,Thursday,False,Winter,No Major Event
2022-02-25,200.43797512213737,178.81746260322498,220.48629396913222,2,Feb,2022,Friday,True,Winter,No Major Event
2022-02-26,204.61559302070847,183.55223756047803,226.7969359108972,2,Feb,2022,Saturday,True,Winter,No Major Event
2022-02-27,204.62810105899584,184.4767768265149,225.72228616827897,2,Feb,2022,Sunday,True,Winter,No Major Event
2022-02-28,172.68655208007962,151.65647866551558,193.83882767050605,2,Feb,2022,Monday,False,Winter,No Major Event
2022-03-01,177.66899589394777,155.33021685428486,200.5846700758989,3,Mar,2022,Tuesday,False,Spring,Spring Break
2022-03-02,179.93373351422474,158.90745260628844,202.1262919691077,3,Mar,2022,Wednesday,False,Spring,Spring Break
2022-03-03,187.5971295370673,167.63234891161125,210.1395804345261,3,Mar,2022,Thursday,False,Spring,Spring Break
2022-03-04,227.27560333819287,206.45731790059207,249.32466537659528,3,Mar,2022,Friday,True,Spring,Spring Break
2022-03-05,231.59073221330294,208.7928684761822,254.34570481971642,3,Mar,2022,Saturday,True,Spring,Spring Break
2022-03-06,231.4396741715489,209.75710800986798,251.00723544945444,3,Mar,2022,Sunday,True,Spring,Spring Break
2022-03-07,199.02164945566534,177.21637909000574,220.23807437732427,3,Mar,2022,Monday,False,Spring,Spring Break
2022-03-08,203.24952485665779,180.98216018955478,224.19602347689846,3,Mar,2022,Tuesday,False,Spring,Spring Break
2022-03-09,204.47522428987588,180.75607857045347,226.74958672973125,3,Mar,2022,Wednesday,False,Spring,Spring Break
2022-03-10,210.83412081632207,190.1597161731676,232.5874381009768,3,Mar,2022,Thursday,False,Spring,Spring Break
2022-03-11,248.97419177116902,226.45782578054502,271.06787073560173,3,Mar,2022,Friday,True,Spring,Spring Break
2022-03-12,251.51262999767698,230.6568388730773,273.2921410243775,3,Mar,2022,Saturday,True,Spring,Spring Break
2022-03-13,249.387949017892,226.03808223917278,269.88253575749036,3,Mar,2022,Sunday,True,Spring,Spring Break
2022-03-14,214.8188150123483,193.83624143662186,235.9766042104744,3,Mar,2022,Monday,False,Spring,Spring Break
2022-03-15,216.78142583069612,197.01886706021287,238.93769218537625,3,Mar,2022,Tuesday,False,Spring,Spring Break
2022-03-16,215.64654489794538,193.2358079876721,237.91773362713846,3,Mar,2022,Wednesday,False,Spring,Spring Break
2022-03-17,219.59001298606717,197.6772788150801,240.99343121072806,3,Mar,2022,Thursday,False,Spring,Spring Break
2022-03-18,255.30868875463278,232.9165335557876,277.6676402980043,3,Mar,2022,Friday,True,Spring,Spring Break
2022-03-19,255.42827736672297,234.24665006497384,276.7588565243387,3,Mar,2022,Saturday,True,Spring,Spring Break
2022-03-20,250.93691965298254,229.7171542782372,272.6142560612684,3,Mar,2022,Sunday,True,Spring,Spring Break
2022-03-21,214.07627104914403,192.49195036695568,237.17551755067183,3,Mar,2022,Monday,False,Spring,Spring Break
2022-03-22,213.88466725409938,191.10978584506148,237.66823775689912,3,Mar,2022,Tuesday,False,Spring,Spring Break
2022-03-23,210.74586749481287,189.7198027053143,233.70769370137376,3,Mar,2022,Wednesday,False,Spring,Spring Break
2022-03-24,212.86586289676575,190.10913668623954,232.7541781577918,3,Mar,2022,Thursday,False,Spring,Spring Break
2022-03-25,246.9758650763504,226.54982424188807,267.5405974005042,3,Mar,2022,Friday,True,Spring,Spring Break
2022-03-26,245.69169390590608,225.0513164726588,269.43952245541396,3,Mar,2022,Saturday,True,Spring,Spring Break
2022-03-27,240.02926343885343,219.30660337153515,260.8161498918051,3,Mar,2022,Sunday,True,Spring,Spring Break
2022-03-28,202.22838218494823,180.5966709783178,222.89541413370253,3,Mar,2022,Monday,False,Spring,Spring Break
2022-03-29,201.36223096056833,179.25025235114725,222.23702148529102,3,Mar,2022,Tuesday,False,Spring,Spring Break
2022-03-30,197.7983809624005,177.0513760915504,219.67915418643312,3,Mar,2022,Wednesday,False,Spring,Spring Break
2022-03-31,199.74249225447045,178.4151382435187,221.31351887578595,3,Mar,2022,Thursday,False,Spring,Spring Break
2022-04-01,233.92895982698468,212.43052726559702,256.76377818041794,4,Apr,2022,Friday,True,Spring,No Major Event
2022-04-02,232.93247357626018,210.71744459087284,254.48959022155893,4,Apr,2022,Saturday,True,Spring,No Major Event
2022-04-03,227.76600561987271,206.2886591050089,249.44344042458414,4,Apr,2022,Sunday,True,Spring,No Major Event
2022-04-04,190.63791640499167,168.45768460648662,211.24176242121587,4,Apr,2022,Monday,False,Spring,No Major Event
2022-04-05,190.62829800872967,167.1802079844108,212.6784699367786,4,Apr,2022,Tuesday,False,Spring,No Major Event
2022-04-06,188.06277891871883,165.65806147886204,209.17155591424708,4,Apr,2022,Wednesday,False,Spring,No Major Event
2022-04-07,191.1235736145715,171.54513505727894,213.4807780413495,4,Apr,2022,Thursday,False,Spring,No Major Event
2022-04-08,226.5281883210568,205.7085753776984,247.23505087798935,4,Apr,2022,Friday,True,Spring,No Major Event
2022-04-09,226.79348979936827,204.81670272612058,247.92699913361895,4,Apr,2022,Saturday,True,Spring,No Major Event
2022-04-10,222.9164593451905,202.66817996179043,245.09058546205068,4,Apr,2022,Sunday,True,Spring,No Major Event
2022-04-11,187.06479510937845,165.30050173174988,208.87656057242972,4,Apr,2022,Monday,False,Spring,No Major Event
2022-04-12,188.32023346938382,166.54829717405067,208.81121282756664,4,Apr,2022,Tuesday,False,Spring,No Major Event
2022-04-13,186.9651747244819,164.71118688516475,208.58409560795974,4,Apr,2022,Wednesday,False,Spring,No Major Event
2022-04-14,191.16104000726048,169.88839485585936,211.68290890390733,4,Apr,2022,Thursday,False,Spring,No Major Event
2022-04-15,227.61491698825583,206.80578651294775,249.3179098564389,4,Apr,2022,Friday,True,Spring,No Major Event
2022-04-16,228.79594530702283,207.96245250435882,249.6487939472733,4,Apr,2022,Saturday,True,Spring,No Major Event
2022-04-17,225.69857719493086,204.05274691633323,246.8636497349474,4,Apr,2022,Sunday,True,Spring,No Major Event
2022-04-18,190.46635434519894,169.2507211403203,211.48162416638428,4,Apr,2022,Monday,False,Spring,No Major Event
2022-04-19,192.20183081787863,172.39903780242537,213.71926797736006,4,Apr,2022,Tuesday,False,Spring,No Major Event
2022-04-20,191.16559647231745,170.08351738846062,212.40533858737447,4,Apr,2022,Wednesday,False,Spring,No Major Event
2022-04-21,195.52147976136496,174.71729249349795,215.50839552070016,4,Apr,2022,Thursday,False,Spring,No Major Event
2022-04-22,231.99064332496465,209.99672272947512,252.29742033376812,4,Apr,2022,Friday,True,Spring,No Major Event
2022-04-23,233.01977694520772,212.95405540811007,254.75747375415136,4,Apr,2022,Saturday,True,Spring,No Major Event
2022-04-24,229.62634662101183,207.68116469636087,251.63921962361243,4,Apr,2022,Sunday,True,Spring,No Major Event
2022-04-25,193.9550287724041,173.68084985354167,215.23164413918602,4,Apr,2022,Monday,False,Spring,No Major Event
2022-04-26,195.15372829919067,172.8822997859143,216.78130055824593,4,Apr,2022,Tuesday,False,Spring,No Major Event
2022-04-27,193.48451377786404,171.77176582113097,215.75812459185337,4,Apr,2022,Wednesday,False,Spring,No Major Event
2022-04-28,197.1352096615812,175.35365828585316,219.1387187597338,4,Apr,2022,Thursday,False,Spring,No Major Event
2022-04-29,232.86052323499342,211.20788531857315,254.65726883452453,4,Apr,2022,Friday,True,Spring,No Major Event
2022-04-30,233.10167218347715,211.26583150704442,255.09114945949176,4,Apr,2022,Saturday,True,Spring,No Major Event
2022-05-01,228.91330157941866,208.42377230967324,249.92713037418466,5,May,2022,Sunday,True,Spring,No Major Event
2022-05-02,192.45231297399204,171.2196718286645,213.6814754523445,5,May,2022,Monday,False,Spring,No Major Event
2022-05-03,192.91977785377276,171.89996872855312,214.52687022498034,5,May,2022,Tuesday,False,Spring,No Major Event
2022-05-04,190.5836509324973,170.56684265802986,212.42764495171815,5,May,2022,Wednesday,False,Spring,No Major Event
2022-05-05,193.65668631176678,172.9774671278819,213.55214474828836,5,May,2022,Thursday,False,Spring,No Major Event
2022-05-06,228.92459942689055,206.9380296906585,250.3300237606394,5,May,2022,Friday,True,Spring,No Major Event
2022-05-07,228.81720148185872,207.32053417976454,249.77217009908793,5,May,2022,Saturday,True,Spring,No Major Event
2022-05-08,224.41712348356734,201.11343803989632,244.98725171166527,5,May,2022,Sunday,True,Spring,No Major Event
2022-05-09,187.8812432440155,166.78248427713893,210.30832893843112,5,May,2022,Monday,False,Spring,No Major Event
2022-05-10,188.44875695486792,165.78327318993297,211.42250380580666,5,May,2022,Tuesday,False,Spring,No Major Event
2022-05-11,186.3759876755521,165.07621754922803,208.99791783607165,5,May,2022,Wednesday,False,Spring,No Major Event
2022-05-12,189.88099060287604,168.6510422533571,211.03325715723776,5,May,2022,Thursday,False,Spring,No Major Event
2022-05-13,225.75915595514417,203.90439027650552,245.7876622988734,5,May,2022,Friday,True,Spring,No Major Event
2022-05-14,226.40628900256254,204.67847771660828,246.78817567202663,5,May,2022,Saturday,True,Spring,No Major Event
2022-05-15,222.9096040103359,200.32680461826124,246.22336743552248,5,May,2022,Sunday,True,Spring,No Major Event
2022-05-16,187.40222703241213,166.44019427071495,209.91537660950485,5,May,2022,Monday,False,Spring,No Major Event
2022-05-17,189.13790908917747,168.73924310211612,210.23647955407606,5,May,2022,Tuesday,False,Spring,No Major Event
2022-05-18,188.33840940740615,166.42156140350738,209.25934047545638,5,May,2022,Wednesday,False,Spring,No Major Event
2022-05-19,193.20525594694328,170.75231799814316,212.82528442390904,5,May,2022,Thursday,False,Spring,No Major Event
2022-05-20,230.5232327312192,208.84113808827158,251.84246294159732,5,May,2022,Friday,True,Spring,No Major Event
2022-05-21,232.63581751975704,212.46968128592022,254.98510245953537,5,May,2022,Saturday,True,Spring,No Major Event
2022-05-22,230.61508323519885,209.7112090264969,252.50632267122856,5,May,2022,Sunday,True,Spring,No Major Event
2022-05-23,196.56190938026447,174.17436775212164,218.60528407828699,5,May,2022,Monday,False,Spring,No Major Event
2022-05-24,199.73238893863814,176.87109609090422,219.88534242726396,5,May,2022,Tuesday,False,Spring,No Major Event
2022-05-25,209.89541115356536,189.61922296866268,231.7263678758537,5,May,2022,Wednesday,False,Spring,No Major Event
2022-05-26,193.78095739648484,171.9125216526002,215.33344356394798,5,May,2022,Thursday,False,Spring,No Major Event
2022-05-27,242.22513850997765,220.79891873385105,263.17911703966126,5,May,2022,Friday,True,Spring,No Major Event
2022-05-28,248.15295180545266,226.68104580656666,269.0196711806292,5,May,2022,Saturday,True,Spring,No Major Event
2022-05-29,247.04755331075668,225.92170290973576,267.71389706906723,5,May,2022,Sunday,True,Spring,No Major Event
2022-05-30,213.7384930348879,191.6391866995094,236.6911398668858,5,May,2022,Monday,False,Spring,No Major Event
2022-05-31,217.49050778813316,197.1598034604296,239.15476575868541,5,May,2022,Tuesday,False,Spring,No Major Event
2022-06-01,218.46209808003155,196.58681085100955,240.24854848926924,6,Jun,2022,Wednesday,False,Summer,No Major Event
2022-06-02,224.8298959223186,202.359268555518,246.52162368674044,6,Jun,2022,Thursday,False,Summer,No Major Event
2022-06-03,263.37003276263033,243.29307979641172,285.6102247062029,6,Jun,2022,Friday,True,Summer,No Major Event
2022-06-04,266.3620413948215,245.80415885546836,288.57547629470105,6,Jun,2022,Saturday,True,Summer,No Major Event
2022-06-05,264.88794494751374,243.4763311925537,286.4420060709039,6,Jun,2022,Sunday,True,Summer,No Major Event
2022-06-06,231.0191283355474,207.8160942408608,251.47411883688335,6,Jun,2022,Monday,False,Summer,No Major Event
2022-06-07,234.05272354102007,210.51789594005328,254.88682138079747,6,Jun,2022,Tuesday,False,Summer,No Major Event
2022-06-08,234.1486178078609,212.57573827676362,255.12113553203284,6,Jun,2022,Wednesday,False,Summer,No Major Event
2022-06-09,239.50253086015118,220.51734191723568,261.33335182458393,6,Jun,2022,Thursday,False,Summer,No Major Event
2022-06-10,276.91785906733827,255.36174602868766,299.4990883804817,6,Jun,2022,Friday,True,Summer,No Major Event
2022-06-11,278.6739187332323,258.12519877392936,298.4185015017965,6,Jun,2022,Saturday,True,Summer,No Major Event
2022-06-12,275.88487464224903,254.01797394447217,297.91360851054765,6,Jun,2022,Sunday,True,Summer,No Major Event
2022-06-13,240.63694102048962,219.98642047384087,263.9141629708411,6,Jun,2022,Monday,False,Summer,No Major Event
2022-06-14,242.27299527657908,222.14054965677215,263.94914066534096,6,Jun,2022,Tuesday,False,Summer,No Major Event
2022-06-15,240.96475685351783,219.94410860565952,263.0456556023514,6,Jun,2022,Wednesday,False,Summer,No Major Event
2022-06-16,244.93437649126219,224.5098537774461,266.12943483263507,6,Jun,2022,Thursday,False,Summer,No Major Event
2022-06-17,281.01662606727615,259.4190103870751,303.6026308119346,6,Jun,2022,Friday,True,Summer,No Major Event
2022-06-18,281.4914223538443,259.59841999518136,303.95044416495045,6,Jun,2022,Saturday,True,Summer,No Major Event
2022-06-19,277.5026051499505,256.2614075197826,298.5282707683973,6,Jun,2022,Sunday,True,Summer,No Major Event
2022-06-20,241.14554845282538,220.4783740865725,261.9697929734028,6,Jun,2022,Monday,False,Summer,No Major Event
2022-06-21,241.8001521885816,220.49987609231687,263.01287206624943,6,Jun,2022,Tuesday,False,Summer,No Major Event
2022-06-22,239.63840669343077,216.38595733325272,261.6564181701217,6,Jun,2022,Wednesday,False,Summer,No Major Event
2022-06-23,242.89476957131657,221.23760258578463,262.9717406321661,6,Jun,2022,Thursday,False,Summer,No Major Event
2022-06-24,278.4190311030219,256.49619642947135,299.7525564711058,6,Jun,2022,Friday,True,Summer,No Major Event
2022-06-25,278.47349521818836,256.84682141626246,301.11476479616556,6,Jun,2022,Saturday,True,Summer,No Major Event
2022-06-26,274.2120222546271,252.9755936786065,295.09605880284647,6,Jun,2022,Sunday,True,Summer,No Major Event
2022-06-27,237.71849422449256,217.81957180352748,260.1542557471511,6,Jun,2022,Monday,False,Summer,No Major Event
2022-06-28,238.3886471334,217.01885504129598,258.92737945712025,6,Jun,2022,Tuesday,False,Summer,No Major Event
2022-06-29,236.3734918358186,215.32183322341325,259.29608757195746,6,Jun,2022,Wednesday,False,Summer,No Major Event
2022-06-30,239.89894660716047,218.5071126765482,261.4504683207298,6,Jun,2022,Thursday,False,Summer,No Major Event
2022-07-01,275.8098328925885,255.19957781138376,297.9663004136508,7,Jul,2022,Friday,True,Summer,Comic-Con Season
2022-07-02,276.33214450348896,252.97087560277762,297.8981475214807,7,Jul,2022,Saturday,True,Summer,Comic-Con Season
2022-07-03,275.01975329401387,253.04181788160315,296.55482514675214,7,Jul,2022,Sunday,True,Summer,Comic-Con Season
2022-07-04,235.61109303066135,214.87690437082045,255.68188319477647,7,Jul,2022,Monday,False,Summer,Comic-Con Season
2022-07-05,242.36792264348364,222.04183876449693,265.6402289970614,7,Jul,2022,Tuesday,False,Summer,Comic-Con Season
2022-07-06,236.6657378534499,214.91720054724584,256.76867216587294,7,Jul,2022,Wednesday,False,Summer,Comic-Con Season
2022-07-07,240.85619642251086,218.29565934902504,263.6277113883354,7,Jul,2022,Thursday,False,Summer,Comic-Con Season
2022-07-08,277.4138489465433,255.21786948337893,299.1741149345897,7,Jul,2022,Friday,True,Summer,Comic-Con Season
2022-07-09,278.53993533587595,257.98650610357646,300.31874242568995,7,Jul,2022,Saturday,True,Summer,Comic-Con Season
2022-07-10,275.37643136105174,254.7843266747956,298.1507705258652,7,Jul,2022,Sunday,True,Summer,Comic-Con Season
2022-07-11,239.96449031052683,218.1193421634292,261.1063986759905,7,Jul,2022,Monday,False,Summer,Comic-Con Season
2022-07-12,241.70143693288864,217.78028344267648,262.0260884045507,7,Jul,2022,Tuesday,False,Summer,Comic-Con Season
2022-07-13,240.69170489541892,218.3874492179773,262.2490370284566,7,Jul,2022,Wednesday,False,Summer,Comic-Con Season
2022-07-14,245.13886872464641,221.15869748175106,266.6442899636383,7,Jul,2022,Thursday,False,Summer,Comic-Con Season
2022-07-15,281.8715818082854,259.07924022006955,303.1530834090772,7,Jul,2022,Friday,True,Summer,Comic-Con Season
2022-07-16,283.0794487273779,261.3521774397311,305.2250412456213,7,Jul,2022,Saturday,True,Summer,Comic-Con Season
2022-07-17,279.90459006257504,258.24360825512815,300.16079697728554,7,Jul,2022,Sunday,True,Summer,Comic-Con Season
2022-07-18,244.3918105303743,222.48643973346728,264.4926159614405,7,Jul,2022,Monday,False,Summer,Comic-Con Season
2022-07-19,245.94246989823532,223.59643016907086,266.3379198587284,7,Jul,2022,Tuesday,False,Summer,Comic-Con Season
2022-07-20,280.0846062075096,257.20088642289187,301.7136440053083,7,Jul,2022,Wednesday,False,Summer,Comic-Con Season
2022-07-21,306.7895108558978,286.2888317712684,327.2645975032223,7,Jul,2022,Thursday,False,Summer,Comic-Con Season
2022-07-22,356.28592731124127,334.35914998976983,379.82082319548584,7,Jul,2022,Friday,True,Summer,Comic-Con Season
2022-07-23,321.61234242948666,300.087858085432,344.3348953217766,7,Jul,2022,Saturday,True,Summer,Comic-Con Season
2022-07-24,282.25458294533547,259.56419526049774,304.7552301738981,7,Jul,2022,Sunday,True,Summer,Comic-Con Season
2022-07-25,246.25212540189446,224.9749708540725,268.98027666923235,7,Jul,2022,Monday,False,Summer,Comic-Con Season
2022-07-26,247.30418213279873,224.8823932708891,269.3032704985061,7,Jul,2022,Tuesday,False,Summer,Comic-Con Season
2022-07-27,245.5363798701062,223.09705028528063,266.9212325453179,7,Jul,2022,Wednesday,False,Summer,Comic-Con Season
2022-07-28,249.17265089815464,229.79605935838475,271.7439299850223,7,Jul,2022,Thursday,False,Summer,Comic-Con Season
2022-07-29,285.0616463715518,265.2458577873635,307.85428100759503,7,Jul,2022,Friday,True,Summer,Comic-Con Season
2022-07-30,285.41625888164117,264.6103357077476,306.1791102644921,7,Jul,2022,Saturday,True,Summer,Comic-Con Season
2022-07-31,281.39723329600855,258.81127230205686,301.83706565487165,7,Jul,2022,Sunday,True,Summer,Comic-Con Season
2022-08-01,245.06873495258745,222.39314164538646,267.30180330723323,8,Aug,2022,Monday,False,Summer,No Major Event
2022-08-02,245.84575904209515,223.73691173468595,267.947838260133,8,Aug,2022,Tuesday,False,Summer,No Major Event
2022-08-03,243.85612269518234,222.0887541708358,265.8410522661557,8,Aug,2022,Wednesday,False,Summer,No Major Event
2022-08-04,247.32289721706667,226.47927214336022,268.9360529688642,8,Aug,2022,Thursday,False,Summer,No Major Event
2022-08-05,283.091409156151,260.6916210933028,304.96389714826955,8,Aug,2022,Friday,True,Summer,No Major Event
2022-08-06,283.37099893065226,261.35165609977753,304.7282965543716,8,Aug,2022,Saturday,True,Summer,No Major Event
2022-08-07,279.31511543283233,257.03853169467214,301.0040168936471,8,Aug,2022,Sunday,True,Summer,No Major Event
2022-08-08,242.98008245039625,220.96879382555662,266.3363690562144,8,Aug,2022,Monday,False,Summer,No Major Event
2022-08-09,243.76979961584286,223.26329756803673,265.2957119030724,8,Aug,2022,Tuesday,False,Summer,No Major Event
2022-08-10,241.80194526020682,219.5278018206381,264.2266493422835,8,Aug,2022,Wednesday,False,Summer,No Major Event
2022-08-11,245.28775991837543,222.9530797888508,264.85639827824195,8,Aug,2022,Thursday,False,Summer,No Major Event
2022-08-12,281.05996335186603,260.41157583013415,301.3229968796025,8,Aug,2022,Friday,True,Summer,No Major Event
2022-08-13,281.3170321786774,261.6805865483878,302.48663846980867,8,Aug,2022,Saturday,True,Summer,No Major Event
2022-08-14,277.2000082847536,255.13536147787545,298.9047935088907,8,Aug,2022,Sunday,True,Summer,No Major Event
2022-08-15,240.75463436982096,218.96674588039562,263.280319345972,8,Aug,2022,Monday,False,Summer,No Major Event
2022-08-16,241.37345349327137,218.90379429240963,262.2596512124217,8,Aug,2022,Tuesday,False,Summer,No Major Event
2022-08-17,239.166262825659,218.7445915476127,262.4787052093808,8,Aug,2022,Wednesday,False,Summer,No Major Event
2022-08-18,242.3372203578993,221.16207720322836,262.6391951420357,8,Aug,2022,Thursday,False,Summer,No Major Event
2022-08-19,277.7135821216271,255.80463293807807,298.6594221482438,8,Aug,2022,Friday,True,Summer,No Major Event
2022-08-20,277.4923376419675,255.1250634288574,300.21858502940216,8,Aug,2022,Saturday,True,Summer,No Major Event
2022-08-21,272.8135095587639,252.00230710232853,293.47461904712975,8,Aug,2022,Sunday,True,Summer,No Major Event
2022-08-22,235.72537988551193,214.19076563717078,258.35937897499457,8,Aug,2022,Monday,False,Summer,No Major Event
2022-08-23,235.62365927477956,212.73283692843899,256.6603056710696,8,Aug,2022,Tuesday,False,Summer,No Major Event
2022-08-24,232.62582946406758,213.63726676503273,253.77287897395286,8,Aug,2022,Wednesday,False,Summer,No Major Event
2022-08-25,234.94516935934124,213.93575587595882,257.0251710383702,8,Aug,2022,Thursday,False,Summer,No Major Event
2022-08-26,269.41989453488077,248.85367103937122,291.79092475107365,8,Aug,2022,Friday,True,Summer,No Major Event
2022-08-27,268.2617251671757,247.19330080604783,290.73099356810144,8,Aug,2022,Saturday,True,Summer,No Major Event
2022-08-28,262.6252441911887,243.24255091442154,286.00342188136193,8,Aug,2022,Sunday,True,Summer,No Major Event
2022-08-29,224.57580357199902,203.82366584419532,245.68779244806822,8,Aug,2022,Monday,False,Summer,No Major Event
2022-08-30,223.52536757686434,203.1193960557289,244.59417672799393,8,Aug,2022,Tuesday,False,Summer,No Major Event
2022-08-31,233.43781697905783,212.30874595386928,254.31617467882612,8,Aug,2022,Wednesday,False,Summer,No Major Event
